Grapheme	IPA	BIPA	CLTS_Name
c_+	c̟	c̟	advanced_voiceless_palatal_stop_consonant
w_$?	wˀ	wˀ	glottalized_voiced_labio-velar_approximant_consonant
d_-Z;	d̠ʒʲ	dʒʲ	palatalized_voiced_post-alveolar_sibilant_affricate_consonant
o_oi	o̞i	o̞i	from_rounded_mid_back_to_unrounded_close_front_diphthong
ɨi	ɨi	ɨi	from_unrounded_close_central_to_unrounded_close_front_diphthong
ts_k	ts̰	ts̰	creaky_voiceless_alveolar_sibilant_affricate_consonant
ea	ea	ea	from_unrounded_close-mid_front_to_unrounded_open_front_diphthong
a_t:	a̤ː	a̤ː	long_breathy_unrounded_open_front_vowel
E_t:	ɛ̤ː	ɛ̤ː	long_breathy_unrounded_open-mid_front_vowel
O_t:	ɔ̤ː	ɔ̤ː	long_breathy_rounded_open-mid_back_vowel
r_t	r̤	rʱ	breathy_voiced_alveolar_trill_consonant
t_-S_$?	t̠ʃˀ	tʃˀ	glottalized_voiceless_post-alveolar_sibilant_affricate_consonant
t_-S_w_>	t̠ʃʷʼ	tʃ’ʷ	labialized_voiceless_post-alveolar_ejective_sibilant_affricate_consonant
e_o_?\	e̞ˤ	e̞ˤ	pharyngealized_unrounded_mid_front_vowel
n`d`	ɳɖ	ɳɖ	from_voiced_retroflex_nasal_to_voiced_retroflex_stop_cluster
t_dT_>	t̪θʼ	tθ’	voiceless_dental_ejective_affricate_consonant
n`d`z`	ɳɖʐ	ɳɖʐ	from_voiced_retroflex_nasal_to_voiced_retroflex_sibilant_affricate_cluster
mb;	mbʲ	mbʲ	from_voiced_bilabial_nasal_to_palatalized_voiced_bilabial_stop_cluster
o_ou	o̞u	o̞u	from_rounded_mid_back_to_rounded_close_back_diphthong
N_k	ŋ̰	ŋ̰	creaky_voiced_velar_nasal_consonant
kp_w	kpʷ	kpʷ	from_voiceless_velar_stop_to_labialized_voiceless_bilabial_stop_cluster
n_-S	n̠ʃ	n̠ʃ	from_retracted_voiced_alveolar_nasal_to_voiceless_post-alveolar_sibilant_fricative_cluster
JZ	ɲʒ	ɲʒ	from_voiced_palatal_nasal_to_voiced_post-alveolar_sibilant_fricative_cluster
d~	d̃	d̃	nasalized_voiced_alveolar_stop_consonant
b~	b̃	b̃	nasalized_voiced_bilabial_stop_consonant
oa	oa	oa	from_rounded_close-mid_back_to_unrounded_open_front_diphthong
k||_$h	kǁʰ	ǁʰ	aspirated_voiceless_lateral_click_consonant
J_t	ɲ̤	ɲʱ	breathy_voiced_palatal_nasal_consonant
t_m_$h	t̻ʰ	t̻ʰ	aspirated_voiceless_laminal_alveolar_stop_consonant
_$?J	ˀɲ	ˀɲ	pre-glottalized_voiced_palatal_nasal_consonant
t_-S_$h:	t̠ʃʰː	tʃʰː	aspirated_long_voiceless_post-alveolar_sibilant_affricate_consonant
ts_>:	tsʼː	ts’ː	long_voiceless_alveolar_ejective_sibilant_affricate_consonant
n_-Z	n̠ʒ	n̠ʒ	from_retracted_voiced_alveolar_nasal_to_voiced_post-alveolar_sibilant_fricative_cluster
t_-S;_$h	t̠ʃʲʰ	tʃʲʰ	palatalized_aspirated_voiceless_post-alveolar_sibilant_affricate_consonant
d_?\:	dˤː	dˤː	pharyngealized_long_voiced_alveolar_stop_consonant
z_?\:	zˤː	zˤː	pharyngealized_long_voiced_alveolar_sibilant_fricative_consonant
s_?\:	sˤː	sˤː	pharyngealized_long_voiceless_alveolar_sibilant_fricative_consonant
t_?\:	tˤː	tˤː	pharyngealized_long_voiceless_alveolar_stop_consonant
J\j\\_w	ɟʝʷ	ɟʝʷ	labialized_voiced_palatal_affricate_consonant
r`~	ɽ̃	ɽ̃	nasalized_voiced_retroflex_tap_consonant
4_t	ɾ̤	ɾʱ	breathy_voiced_alveolar_tap_consonant
n_-d_-	n̠d̠	n̠d̠	from_retracted_voiced_alveolar_nasal_to_voiced_post-alveolar_stop_cluster
kp_$h	kpʰ	kpʰ	from_voiceless_velar_stop_to_aspirated_voiceless_bilabial_stop_cluster
Ei	ɛi	ɛi	from_unrounded_open-mid_front_to_unrounded_close_front_diphthong
ao_o	ao̞	ao̞	from_unrounded_open_front_to_rounded_mid_back_diphthong
aE	aɛ	aɛ	from_unrounded_open_front_to_unrounded_open-mid_front_diphthong
7_t	ɤ̤	ɤ̤	breathy_unrounded_close-mid_back_vowel
mp_$h	mpʰ	mpʰ	from_voiced_bilabial_nasal_to_aspirated_voiceless_bilabial_stop_cluster
k!\_-	kǃ̠	ǃ̠	retracted_voiceless_alveolar_click_consonant
ae_o	ae̞	ae̞	from_unrounded_open_front_to_unrounded_mid_front_diphthong
J_k	ɲ̰	ɲ̰	creaky_voiced_palatal_nasal_consonant
ue	ue	ue	from_rounded_close_back_to_unrounded_close-mid_front_diphthong
g_<b_<	ɠɓ	ɠɓ	from_voiced_velar_implosive_to_voiced_bilabial_implosive_cluster
U_t	ʊ̤	ʊ̤	breathy_rounded_near-close_near-back_vowel
k_k_w	k̰ʷ	k̰ʷ	labialized_creaky_voiceless_velar_stop_consonant
ae	ae	ae	from_unrounded_open_front_to_unrounded_close-mid_front_diphthong
A_t	ɑ̤	ɑ̤	breathy_unrounded_open_back_vowel
g\\_k	ɡ̰	g̰	creaky_voiced_velar_stop_consonant
t`_>	ʈʼ	ʈ’	voiceless_retroflex_ejective_stop_consonant
kp;	kpʲ	kpʲ	from_voiceless_velar_stop_to_palatalized_voiceless_bilabial_stop_cluster
4_w	ɾʷ	ɾʷ	labialized_voiced_alveolar_tap_consonant
k|\_>	kǀʼ	ǀ’	voiceless_dental_ejective_click_consonant
B~	β̃	β̃	nasalized_voiced_bilabial_fricative_consonant
w_t	w̤	wʱ	breathy_voiced_labio-velar_approximant_consonant
w_h\	wʱ	wʱ	breathy_voiced_labio-velar_approximant_consonant
t_$?	tˀ	tˀ	glottalized_voiceless_alveolar_stop_consonant
ts_w_$h	tsʷʰ	tsʷʰ	labialized_aspirated_voiceless_alveolar_sibilant_affricate_consonant
qX_w	qχʷ	qχʷ	labialized_voiceless_uvular_affricate_consonant
_$?d	ˀd	ˀd	pre-glottalized_voiced_alveolar_stop_consonant
E_X	ɛ̆	ɛ̆	ultra-short_unrounded_open-mid_front_vowel
_$ht_-S	ʰt̠ʃ	ʰt̠ʃ	from_retracted_pre-aspirated_voiceless_alveolar_stop_to_voiceless_post-alveolar_sibilant_fricative_cluster
g\\_t_w	ɡ̤ʷ	gʷʱ	labialized_breathy_voiced_velar_stop_consonant
m_w_$G	mʷˠ	mʷˠ	labialized_velarized_voiced_bilabial_nasal_consonant
g\\_+	ɡ̟	g̟	advanced_voiced_velar_stop_consonant
ɨ_X	ɨ̆	ɨ̆	ultra-short_unrounded_close_central_vowel
8_o_X	ɵ̞̆	ɵ̞̆	ultra-short_rounded_mid_central_vowel
O_X	ɔ̆	ɔ̆	ultra-short_rounded_open-mid_back_vowel
cC_w	cçʷ	cçʷ	labialized_voiceless_palatal_affricate_consonant
s_d_w	s̪ʷ	s̪ʷ	labialized_voiceless_dental_sibilant_fricative_consonant
o_o_?\	o̞ˤ	o̞ˤ	pharyngealized_rounded_mid_back_vowel
t_ds_d_w_$h	t̪s̪ʷʰ	ts̪ʷʰ	labialized_aspirated_voiceless_dental_sibilant_affricate_consonant
t_ds_d_w_>	t̪s̪ʷʼ	ts̪’ʷ	labialized_voiceless_dental_ejective_sibilant_affricate_consonant
?\_r	ʕ̝	ʕ̝	raised_voiced_pharyngeal_fricative_consonant
t_d_$?	t̪ˀ	t̪ˀ	glottalized_voiceless_dental_stop_consonant
Jc	ɲc	ɲc	from_voiced_palatal_nasal_to_voiceless_palatal_stop_cluster
N\q	ɴq	ɴq	from_voiced_uvular_nasal_to_voiceless_uvular_stop_cluster
Nk_$h	ŋkʰ	ŋkʰ	from_voiced_velar_nasal_to_aspirated_voiceless_velar_stop_cluster
aM	aɯ	aɯ	from_unrounded_open_front_to_unrounded_close_back_diphthong
e_ou	e̞u	e̞u	from_unrounded_mid_front_to_rounded_close_back_diphthong
l_d_t	l̪̤	l̪ʱ	breathy_voiced_dental_lateral_approximant_consonant
N!\_-	ŋǃ̠	ŋǃ̠	retracted_voiced_alveolar_nasal-click_consonant
n`t`	ɳʈ	ɳʈ	from_voiced_retroflex_nasal_to_voiceless_retroflex_stop_cluster
e_oo_o	e̞o̞	e̞o̞	from_unrounded_mid_front_to_rounded_mid_back_diphthong
Mi	ɯi	ɯi	from_unrounded_close_back_to_unrounded_close_front_diphthong
s_d_$h	s̪ʰ	s̪ʰ	aspirated_voiceless_dental_sibilant_fricative_consonant
k!\x	kǃx	ǃx	from_voiceless_alveolar_click_to_voiceless_velar_fricative_cluster
{i	æi	æi	from_unrounded_near-open_front_to_unrounded_close_front_diphthong
n_dd_dz_d	n̪d̪z̪	n̪dz̪	from_voiced_dental_nasal_to_voiced_dental_sibilant_affricate_cluster
J\_k	ɟ̰	ɟ̰	creaky_voiced_palatal_stop_consonant
i_$G	iˠ	iˠ	velarized_unrounded_close_front_vowel
ns_w	nsʷ	nsʷ	from_voiced_alveolar_nasal_to_labialized_voiceless_alveolar_sibilant_fricative_cluster
nt_w	ntʷ	ntʷ	from_voiced_alveolar_nasal_to_labialized_voiceless_alveolar_stop_cluster
ndz\	ndʑ	ndʑ	from_voiced_alveolar_nasal_to_voiced_alveolo-palatal_sibilant_affricate_cluster
r\`_w	ɻʷ	ɻʷ	labialized_voiced_retroflex_approximant_consonant
ia:	iaː	iaː	from_unrounded_close_front_to_long_unrounded_open_front_diphthong
NG	ŋɣ	ŋɣ	from_voiced_velar_nasal_to_voiced_velar_fricative_cluster
ng\\	nɡ	ng	from_voiced_alveolar_nasal_to_voiced_velar_stop_cluster
q_k_w	q̰ʷ	q̰ʷ	labialized_creaky_voiceless_uvular_stop_consonant
oe	oe	oe	from_rounded_close-mid_back_to_unrounded_close-mid_front_diphthong
s_a	s̺	s̺	voiceless_apical_alveolar_sibilant_fricative_consonant
c_k	c̰	c̰	creaky_voiceless_palatal_stop_consonant
eo	eo	eo	from_unrounded_close-mid_front_to_rounded_close-mid_back_diphthong
M_k	ɯ̰	ɯ̰	creaky_unrounded_close_back_vowel
t_a	t̺	t̺	voiceless_apical_alveolar_stop_consonant
g\\b;	ɡbʲ	gbʲ	from_voiced_velar_stop_to_palatalized_voiced_bilabial_stop_cluster
g\\_$H	ɡᶣ	gᶣ	labio-palatalized_voiced_velar_stop_consonant
J\_t	ɟ̤	ɟʱ	breathy_voiced_palatal_stop_consonant
c_>:	cʼː	c’ː	long_voiceless_palatal_ejective_stop_consonant
nd_<	nɗ	nɗ	from_voiced_alveolar_nasal_to_voiced_dental_implosive_cluster
k!\_>	kǃʼ	ǃ’	voiceless_alveolar_ejective_click_consonant
t_d_k	t̪̰	t̪̰	creaky_voiceless_dental_stop_consonant
c_t	c̤	cʱ	breathy_voiceless_palatal_stop_consonant
d_tz	d̤z	dʱz	from_breathy_voiced_alveolar_stop_to_voiced_alveolar_sibilant_fricative_cluster
ø_o_?\	ø̞ˤ	ø̞ˤ	pharyngealized_rounded_mid_front_vowel
{_?\	æˤ	æˤ	pharyngealized_unrounded_near-open_front_vowel
t_ms_m_>	t̻s̻ʼ	t̻s̻’	from_voiceless_laminal_alveolar_stop_to_voiceless_laminal_alveolar_ejective_sibilant_fricative_cluster
qX_w_>	qχʷʼ	qχ’ʷ	labialized_voiceless_uvular_ejective_affricate_consonant
qX_>	qχʼ	qχ’	voiceless_uvular_ejective_affricate_consonant
B_o:	β̞ː	β̞ː	long_voiced_bilabial_approximant_consonant
_$?r	ˀr	ˀr	pre-glottalized_voiced_alveolar_trill_consonant
_$?N	ˀŋ	ˀŋ	pre-glottalized_voiced_velar_nasal_consonant
b_t0	b̤̥	b̥ʱ	devoiced_breathy_voiced_bilabial_stop_consonant
tz_t0	tz̤̥	tz̥ʱ	from_voiceless_alveolar_stop_to_devoiced_breathy_voiced_alveolar_sibilant_fricative_cluster
g\\_t0	ɡ̤̥	g̥ʱ	devoiced_breathy_voiced_velar_stop_consonant
d_t0	d̤̥	d̥ʱ	devoiced_breathy_voiced_alveolar_stop_consonant
z_o=	z̞̩	z̞̩	lowered_syllabic_voiced_alveolar_sibilant_fricative_consonant
4_$?	ɾˀ	ɾˀ	glottalized_voiced_alveolar_tap_consonant
g\\G	ɡɣ	gɣ	voiced_velar_affricate_consonant
s_m:	s̻ː	s̻ː	long_voiceless_laminal_alveolar_sibilant_fricative_consonant
p\_>	ɸʼ	ɸ’	voiceless_bilabial_ejective_fricative_consonant
_$hk_w	ʰkʷ	ʰkʷ	pre-aspirated_labialized_voiceless_velar_stop_consonant
b_$?	bˀ	bˀ	glottalized_voiced_bilabial_stop_consonant
d_$?	dˀ	dˀ	glottalized_voiced_alveolar_stop_consonant
s_>:	sʼː	s’ː	long_voiceless_alveolar_ejective_sibilant_fricative_consonant
l_?\:	lˤː	lˤː	pharyngealized_long_voiced_alveolar_lateral_approximant_consonant
b_t;	b̤ʲ	bʲʱ	palatalized_breathy_voiced_bilabial_stop_consonant
l0_$G	l̥ˠ	l̥ˠ	velarized_devoiced_voiced_alveolar_lateral_approximant_consonant
b_w_$G	bʷˠ	bʷˠ	labialized_velarized_voiced_bilabial_stop_consonant
4_$G	ɾˠ	ɾˠ	velarized_voiced_alveolar_tap_consonant
n_$G	nˠ	nˠ	velarized_voiced_alveolar_nasal_consonant
n0_$G	n̥ˠ	n̥ˠ	velarized_devoiced_voiced_alveolar_nasal_consonant
p\_w_$G	ɸʷˠ	ɸʷˠ	labialized_velarized_voiceless_bilabial_fricative_consonant
p_w_$G_$h	pʷˠʰ	pʷʰˠ	labialized_aspirated_velarized_voiceless_bilabial_stop_consonant
40_$G	ɾ̥ˠ	ɾ̥ˠ	velarized_devoiced_voiced_alveolar_tap_consonant
S_$G	ʃˠ	ʃˠ	velarized_voiceless_post-alveolar_sibilant_fricative_consonant
Z_$G	ʒˠ	ʒˠ	velarized_voiced_post-alveolar_sibilant_fricative_consonant
J\j\\:	ɟʝː	ɟʝː	long_voiced_palatal_affricate_consonant
cC:	cçː	cçː	long_voiceless_palatal_affricate_consonant
Q_X	ɒ̆	ɒ̆	ultra-short_rounded_open_back_vowel
U_q	ʊ̙	ʊ̙	retracted-tongue-root_rounded_near-close_near-back_vowel
U_q:	ʊ̙ː	ʊ̙ː	long_retracted-tongue-root_rounded_near-close_near-back_vowel
I_q	ɪ̙	ɪ̙	retracted-tongue-root_unrounded_near-close_near-front_vowel
O_?\	ɔˤ	ɔˤ	pharyngealized_rounded_open-mid_back_vowel
I_?\	ɪˤ	ɪˤ	pharyngealized_unrounded_near-close_near-front_vowel
U_?\	ʊˤ	ʊˤ	pharyngealized_rounded_near-close_near-back_vowel
R_w_?\	ʁʷˤ	ʁʷˤ	labialized_pharyngealized_voiced_uvular_fricative_consonant
qX_>:	qχʼː	qχ’ː	long_voiceless_uvular_ejective_affricate_consonant
t_ds_d_>:	t̪s̪ʼː	ts̪’ː	long_voiceless_dental_ejective_sibilant_affricate_consonant
X_w_?\	χʷˤ	χʷˤ	labialized_pharyngealized_voiceless_uvular_fricative_consonant
7_+	ɤ̟	ɤ̟	advanced_unrounded_close-mid_back_vowel
Q_t	ɒ̤	ɒ̤	breathy_rounded_open_back_vowel
n_-0	n̠̥	n̠̥	retracted_devoiced_voiced_alveolar_nasal_consonant
n_dt_d_$h	n̪t̪ʰ	n̪t̪ʰ	from_voiced_dental_nasal_to_aspirated_voiceless_dental_stop_cluster
n_dt_ds_d	n̪t̪s̪	n̪ts̪	from_voiced_dental_nasal_to_voiceless_dental_sibilant_affricate_cluster
n`t`s`	ɳʈʂ	ɳʈʂ	from_voiced_retroflex_nasal_to_voiceless_retroflex_sibilant_affricate_cluster
aɨ	aɨ	aɨ	from_unrounded_open_front_to_unrounded_close_central_diphthong
k!\_-_$h	kǃ̠ʰ	ǃ̠ʰ	retracted_aspirated_voiceless_alveolar_click_consonant
g\\b_w	ɡbʷ	gbʷ	from_voiced_velar_stop_to_labialized_voiced_bilabial_stop_cluster
Nk;	ŋkʲ	ŋkʲ	from_voiced_velar_nasal_to_palatalized_voiceless_velar_stop_cluster
t_dh\	t̪ɦ	t̪ɦ	from_voiceless_dental_stop_to_voiced_glottal_fricative_cluster
kh\	kɦ	kɦ	from_voiceless_velar_stop_to_voiced_glottal_fricative_cluster
Ui	ʊi	ʊi	from_rounded_near-close_near-back_to_unrounded_close_front_diphthong
e_-	e̠	e̠	retracted_unrounded_close-mid_front_vowel
ɨa	ɨa	ɨa	from_unrounded_close_central_to_unrounded_open_front_diphthong
a_?\:	aˤː	aˤː	long_pharyngealized_unrounded_open_front_vowel
g\\_>	ɡʼ	g’	voiced_velar_ejective_stop_consonant
d_-Z_>	d̠ʒʼ	dʒ’	voiced_post-alveolar_ejective_sibilant_affricate_consonant
o_oa	o̞a	o̞a	from_rounded_mid_back_to_unrounded_open_front_diphthong
k=\_$h	kǂʰ	ǂʰ	aspirated_voiceless_palatal_click_consonant
dz_t	dz̤	dzʱ	breathy_voiced_alveolar_sibilant_affricate_consonant
k=\x	kǂx	ǂx	from_voiceless_palatal_click_to_voiceless_velar_fricative_cluster
ɨ@	ɨə	ɨə	from_unrounded_close_central_to_unrounded_mid_central_diphthong
N_t	ŋ̤	ŋʱ	breathy_voiced_velar_nasal_consonant
k_w_$?	kʷˀ	kʷˀ	labialized_glottalized_voiceless_velar_stop_consonant
M\_k	ɰ̰	ɰ̰	creaky_voiced_velar_approximant_consonant
uV	uʌ	uʌ	from_rounded_close_back_to_unrounded_open-mid_back_diphthong
n_-d_-Z_w	n̠d̠ʒʷ	n̠dʒʷ	from_retracted_voiced_alveolar_nasal_to_labialized_voiced_post-alveolar_sibilant_affricate_cluster
g\\v	ɡv	gv	from_voiced_velar_stop_to_voiced_labio-dental_fricative_cluster
e_$G	eˠ	eˠ	velarized_unrounded_close-mid_front_vowel
nh	nh	nh	from_voiced_alveolar_nasal_to_voiceless_glottal_fricative_cluster
r_r	r̝	r̝	raised_voiced_alveolar_trill_consonant
d;_w	dʲʷ	dʲʷ	palatalized_labialized_voiced_alveolar_stop_consonant
c_w_$h	cʷʰ	cʷʰ	labialized_aspirated_voiceless_palatal_stop_consonant
ua:	uaː	uaː	from_rounded_close_back_to_long_unrounded_open_front_diphthong
_$?p	ˀp	ˀp	pre-glottalized_voiceless_bilabial_stop_consonant
k~	k̃	k̃	nasalized_voiceless_velar_stop_consonant
g\\~	ɡ̃	g̃	nasalized_voiced_velar_stop_consonant
nt_$h	ntʰ	ntʰ	from_voiced_alveolar_nasal_to_aspirated_voiceless_alveolar_stop_cluster
nJ\	nɟ	nɟ	from_voiced_alveolar_nasal_to_voiced_palatal_stop_cluster
{_t:	æ̤ː	æ̤ː	long_breathy_unrounded_near-open_front_vowel
{_t	æ̤	æ̤	breathy_unrounded_near-open_front_vowel
8_t	ɵ̤	ɵ̤	breathy_rounded_close-mid_central_vowel
U_t:	ʊ̤ː	ʊ̤ː	long_breathy_rounded_near-close_near-back_vowel
ay	ay	ay	from_unrounded_open_front_to_rounded_close_front_diphthong
s_k	s̰	s̰	creaky_voiceless_alveolar_sibilant_fricative_consonant
Vi	ʌi	ʌi	from_unrounded_open-mid_back_to_unrounded_close_front_diphthong
Ua	ʊa	ʊa	from_rounded_near-close_near-back_to_unrounded_open_front_diphthong
Ou	ɔu	ɔu	from_rounded_open-mid_back_to_rounded_close_back_diphthong
F\_+	ⱱ̟	ⱱ̟	advanced_voiced_labio-dental_tap_consonant
io	io	io	from_unrounded_close_front_to_rounded_close-mid_back_diphthong
Uu	ʊu	ʊu	from_rounded_near-close_near-back_to_rounded_close_back_diphthong
UI	ʊɪ	ʊɪ	from_rounded_near-close_near-back_to_unrounded_near-close_near-front_diphthong
OI	ɔɪ	ɔɪ	from_rounded_open-mid_back_to_unrounded_near-close_near-front_diphthong
E@	ɛə	ɛə	from_unrounded_open-mid_front_to_unrounded_mid_central_diphthong
iO	iɔ	iɔ	from_unrounded_close_front_to_rounded_open-mid_back_diphthong
Ai	ɑi	ɑi	from_unrounded_open_back_to_unrounded_close_front_diphthong
g\\b:	ɡbː	gbː	from_voiced_velar_stop_to_long_voiced_bilabial_stop_cluster
kp:	kpː	kpː	from_voiceless_velar_stop_to_long_voiceless_bilabial_stop_cluster
@_k~	ə̰̃	ə̰̃	nasalized_creaky_unrounded_mid_central_vowel
t_ds	t̪s	t̪s	from_voiceless_dental_stop_to_voiceless_alveolar_sibilant_fricative_cluster
nd_d	nd̪	nd̪	from_voiced_alveolar_nasal_to_voiced_dental_stop_cluster
tc\_$H	tɕᶣ	tɕᶣ	labio-palatalized_voiceless_alveolo-palatal_sibilant_affricate_consonant
c\_$H	ɕᶣ	ɕᶣ	labio-palatalized_voiceless_alveolo-palatal_sibilant_fricative_consonant
s_$H	sᶣ	sᶣ	labio-palatalized_voiceless_alveolar_sibilant_fricative_consonant
dz\_$H	dʑᶣ	dʑᶣ	labio-palatalized_voiced_alveolo-palatal_sibilant_affricate_consonant
J_$H	ɲᶣ	ɲᶣ	labio-palatalized_voiced_palatal_nasal_consonant
i_t:\	i̤ˑ	i̤ˑ	mid-long_breathy_unrounded_close_front_vowel
O_t:\	ɔ̤ˑ	ɔ̤ˑ	mid-long_breathy_rounded_open-mid_back_vowel
e_t:\	e̤ˑ	e̤ˑ	mid-long_breathy_unrounded_close-mid_front_vowel
a_t:\	a̤ˑ	a̤ˑ	mid-long_breathy_unrounded_open_front_vowel
E_t:\	ɛ̤ˑ	ɛ̤ˑ	mid-long_breathy_unrounded_open-mid_front_vowel
m_tb_t	m̤b̤	mʱbʱ	from_breathy_voiced_bilabial_nasal_to_breathy_voiced_bilabial_stop_cluster
h\_t	ɦ̤	ɦʱ	breathy_voiced_glottal_fricative_consonant
mbv	mbv	mbv	from_voiced_bilabial_nasal_to_voiced_labio-dental_affricate_cluster
n_td_t	n̤d̤	nʱdʱ	from_breathy_voiced_alveolar_nasal_to_breathy_voiced_alveolar_stop_cluster
nts_>	ntsʼ	ntsʼ	from_voiced_alveolar_nasal_to_voiceless_alveolar_ejective_sibilant_affricate_cluster
n_-t_-S_>	n̠t̠ʃʼ	n̠tʃʼ	from_retracted_voiced_alveolar_nasal_to_voiceless_post-alveolar_ejective_sibilant_affricate_cluster
I_t	ɪ̤	ɪ̤	breathy_unrounded_near-close_near-front_vowel
k_$H	kᶣ	kᶣ	labio-palatalized_voiceless_velar_stop_consonant
mb_<	mɓ	mɓ	from_voiced_bilabial_nasal_to_voiced_bilabial_implosive_cluster
k||x_>	kǁxʼ	ǁxʼ	from_voiceless_lateral_click_to_voiceless_velar_ejective_fricative_cluster
k||x	kǁx	ǁx	from_voiceless_lateral_click_to_voiceless_velar_fricative_cluster
k|\x	kǀx	ǀx	from_voiceless_dental_click_to_voiceless_velar_fricative_cluster
k!\x_>	kǃxʼ	ǃxʼ	from_voiceless_alveolar_click_to_voiceless_velar_ejective_fricative_cluster
k|\x_>	kǀxʼ	ǀxʼ	from_voiceless_dental_click_to_voiceless_velar_ejective_fricative_cluster
u_o:	u̞ː	u̞ː	long_lowered_rounded_close_back_vowel
E_r:	ɛ̝ː	ɛ̝ː	long_raised_unrounded_open-mid_front_vowel
i_o:	i̞ː	i̞ː	long_lowered_unrounded_close_front_vowel
E_r	ɛ̝	ɛ̝	raised_unrounded_open-mid_front_vowel
mp;	mpʲ	mpʲ	from_voiced_bilabial_nasal_to_palatalized_voiceless_bilabial_stop_cluster
g\\;_w	ɡʲʷ	gʲʷ	palatalized_labialized_voiced_velar_stop_consonant
l_$?	lˀ	lˀ	glottalized_voiced_alveolar_lateral_approximant_consonant
u_c	u̜	u̜	less-rounded_rounded_close_back_vowel
i_c	i̜	i̜	less-rounded_unrounded_close_front_vowel
@_t	ə̤	ə̤	breathy_unrounded_mid_central_vowel
_$hw	ʰw	ʰw	pre-aspirated_voiced_labio-velar_approximant_consonant
_$hn	ʰn	ʰn	pre-aspirated_voiced_alveolar_nasal_consonant
_$hd	ʰd	ʰd	pre-aspirated_voiced_alveolar_stop_consonant
ts_w_>	tsʷʼ	ts’ʷ	labialized_voiceless_alveolar_ejective_sibilant_affricate_consonant
k_+;_>	k̟ʲʼ	k̟’ʲ	advanced_palatalized_voiceless_velar_ejective_stop_consonant
j\\_+	ʝ̟	ʝ̟	advanced_voiced_palatal_fricative_consonant
K;_>	ɬʲʼ	ɬ’ʲ	palatalized_voiceless_alveolar_ejective_lateral_fricative_consonant
g\\_+;	ɡ̟ʲ	g̟ʲ	advanced_palatalized_voiced_velar_stop_consonant
k_+;_$h	k̟ʲʰ	k̟ʲʰ	advanced_palatalized_aspirated_voiceless_velar_stop_consonant
t_m_>	t̻ʼ	t̻’	voiceless_laminal_alveolar_ejective_stop_consonant
C_+	ç̟	ç̟	advanced_voiceless_palatal_sibilant_fricative_consonant
l`:	ɭː	ɭː	long_voiced_retroflex_lateral_approximant_consonant
_$?d`	ˀɖ	ˀɖ	pre-glottalized_voiced_retroflex_stop_consonant
_$?g\\	ˀɡ	ˀg	pre-glottalized_voiced_velar_stop_consonant
_$?d_-Z	ˀd̠ʒ	ˀdʒ	pre-glottalized_voiced_post-alveolar_sibilant_affricate_consonant
ei_q	ei̙	ei̙	from_unrounded_close-mid_front_to_retracted-tongue-root_unrounded_close_front_diphthong
@ɨ_q	əɨ̙	əɨ̙	from_unrounded_mid_central_to_retracted-tongue-root_unrounded_close_central_diphthong
o_A:	o̘ː	o̘ː	long_advanced-tongue-root_rounded_close-mid_back_vowel
ou_q	ou̙	ou̙	from_rounded_close-mid_back_to_retracted-tongue-root_rounded_close_back_diphthong
E_A:	ɛ̘ː	ɛ̘ː	long_advanced-tongue-root_unrounded_open-mid_front_vowel
a_+_q:	a̟̙ː	a̙̟ː	long_advanced_retracted-tongue-root_unrounded_open_front_vowel
@_A:	ə̘ː	ə̘ː	long_advanced-tongue-root_unrounded_mid_central_vowel
e_A:	e̘ː	e̘ː	long_advanced-tongue-root_unrounded_close-mid_front_vowel
O_A:	ɔ̘ː	ɔ̘ː	long_advanced-tongue-root_rounded_open-mid_back_vowel
@~$`	ə̃˞	ə̃˞	rhotacized_nasalized_unrounded_mid_central_vowel
a_+$`	a̟˞	a̟˞	rhotacized_advanced_unrounded_open_front_vowel
u$`	u˞	u˞	rhotacized_rounded_close_back_vowel
A~$`	ɑ̃˞	ɑ̃˞	rhotacized_nasalized_unrounded_open_back_vowel
7$`	ɤ˞	ɤ˞	rhotacized_unrounded_close-mid_back_vowel
Ng\\_+	ŋɡ̟	ŋg̟	from_voiced_velar_nasal_to_advanced_voiced_velar_stop_cluster
N_$?	ŋˀ	ŋˀ	glottalized_voiced_velar_nasal_consonant
E_X~	ɛ̆̃	ɛ̃̆	ultra-short_nasalized_unrounded_open-mid_front_vowel
d_d_t0	d̪̤̥	d̪̥ʱ	devoiced_breathy_voiced_dental_stop_consonant
J_+j\\_+	ɲ̟ʝ̟	ɲ̟ʝ̟	from_advanced_voiced_palatal_nasal_to_advanced_voiced_palatal_fricative_cluster
&_r	ɶ̝	ɶ̝	raised_rounded_open_front_vowel
kx_w	kxʷ	kxʷ	labialized_voiceless_velar_affricate_consonant
t_ms_m_$h	t̻s̻ʰ	t̻s̻ʰ	from_voiceless_laminal_alveolar_stop_to_aspirated_voiceless_laminal_alveolar_sibilant_fricative_cluster
l_m_k	l̻̰	l̻̰	creaky_voiced_laminal_alveolar_lateral_approximant_consonant
t_-:S	t̠ːʃ	t̠ːʃ	from_long_voiceless_post-alveolar_stop_to_voiceless_post-alveolar_sibilant_fricative_cluster
K_m	ɬ̻	ɬ̻	voiceless_laminal_alveolar_lateral_fricative_consonant
